Shipment_ID,Order_Date,Dispatch_Date,Delivery_Date,Origin_City,Destination_City,Origin_Region,Destination_Region,Distance_km,Carrier,Vehicle_Type,Package_Weight_kg,Package_Volume_m3,Priority_Level,Temperature_Sensitive,Fragile,Actual_Delivery_Time_Hours,Estimated_Delivery_Time_Hours,On_Time_Delivery,Delivery_Cost_NOK,Fuel_Cost_NOK,CO2_Emissions_kg,Route_Efficiency_Score,Weather_Condition,Traffic_Condition
SHP2067,09/02/2024,10/02/2024,10/02/2024,Oslo,Bodø,Østlandet,Nord-Norge,264,PostNord,Truck,1.17,0.002,Express,0,0,2.6,2.6,1,4750,1662,66,100,Clear,Low
SHP2068,02/02/2024,03/02/2024,03/02/2024,Bergen,Bergen,Vestlandet,Vestlandet,41,Posten,Van,4.52,0.039,Standard,0,0,2,2,1,328,88,5,100,Clear,Medium
SHP2069,21/01/2024,22/01/2024,22/01/2024,Oslo,Drammen,Østlandet,Østlandet,473,DB Schenker,Truck,8.68,0.086,Standard,0,0,6.6,6.6,1,5676,2978,118,100,Rain,Medium
SHP2070,13/03/2024,14/03/2024,14/03/2024,Oslo,Kristiansand,Østlandet,Sørlandet,224,PostNord,Van,2.14,0.007,Standard,0,0,6,4.6,0,1793,484,27,71,Snow,Low
SHP2071,13/01/2024,15/01/2024,15/01/2024,Oslo,Fredrikstad,Østlandet,Østlandet,570,DSV,Truck,16.19,0.144,Priority,1,0,8,8,1,8218,3591,143,100,Clear,Low
SHP2072,25/01/2024,26/01/2024,26/01/2024,Oslo,Fredrikstad,Østlandet,Østlandet,382,Posten,Truck,14,0.075,Standard,0,0,5.2,5.2,1,4589,2405,95,100,Clear,Low
SHP2073,02/02/2024,03/02/2024,03/02/2024,Oslo,Kristiansand,Østlandet,Sørlandet,474,FedEx Norway,Train,11.9,0.092,Express,0,0,4.6,4.6,1,4274,682,14,100,Clear,Low
SHP2074,13/02/2024,15/02/2024,15/02/2024,Ålesund,Stavanger,Vestlandet,Vestlandet,292,PostNord,Truck,6.68,0.026,Standard,0,0,4.1,4.1,1,3511,1841,73,100,Rain,Medium
SHP2075,03/02/2024,04/02/2024,04/02/2024,Bergen,Stavanger,Vestlandet,Vestlandet,210,FedEx Norway,Truck,4.54,0.036,Standard,0,0,2.8,2.8,1,2522,1323,52,100,Clear,Low
SHP2076,24/03/2024,26/03/2024,26/03/2024,Bergen,Ålesund,Vestlandet,Vestlandet,215,DHL Norway,Van,4.71,0.017,Standard,0,0,5.6,4,0,1724,465,26,58,Storm,Medium
SHP2077,14/01/2024,16/01/2024,16/01/2024,Drammen,Bodø,Østlandet,Nord-Norge,485,Scandinavian Express,Truck,6.99,0.042,Standard,0,0,7.1,7.1,1,5819,3053,121,100,Clear,Medium
SHP2078,05/02/2024,06/02/2024,07/02/2024,Oslo,Tromsø,Østlandet,Nord-Norge,1740,Posten,Truck,0.8,0.006,Express,1,0,28.2,20.1,0,31321,10962,435,60,Storm,Low
SHP2079,18/03/2024,19/03/2024,19/03/2024,Bodø,Drammen,Nord-Norge,Østlandet,381,Posten,Truck,11.47,0.029,Standard,0,0,5.4,5.4,1,4580,2402,95,100,Clear,Low
SHP2080,28/01/2024,30/01/2024,30/01/2024,Fredrikstad,Fredrikstad,Østlandet,Østlandet,25,Bring,Van,4.33,0.02,Standard,0,0,2,2,1,203,54,3,100,Clear,Medium
SHP2081,10/03/2024,12/03/2024,12/03/2024,Oslo,Ålesund,Østlandet,Vestlandet,390,Posten,Truck,2.55,0.003,Standard,0,1,6.4,5.1,0,4681,2457,98,73,Clear,Severe
SHP2082,07/03/2024,08/03/2024,08/03/2024,Bergen,Oslo,Vestlandet,Østlandet,282,DSV,Truck,3.26,0.029,Standard,0,0,4.7,4.7,1,3382,1775,70,100,Clear,Medium
SHP2083,31/01/2024,01/02/2024,01/02/2024,Kristiansand,Ålesund,Sørlandet,Vestlandet,551,DB Schenker,Truck,1.99,0.011,Standard,0,0,7.7,7.7,1,6615,3472,138,100,Clear,Low
SHP2084,05/03/2024,06/03/2024,06/03/2024,Bodø,Oslo,Nord-Norge,Østlandet,351,DSV,Train,23.18,0.217,Standard,0,0,6.7,4.8,0,2120,506,11,60,Snow,Low
SHP2085,19/01/2024,20/01/2024,20/01/2024,Stavanger,Trondheim,Vestlandet,Trøndelag,537,Bring,Train,1.85,0.01,Standard,0,0,7.3,6.3,0,3223,773,16,83,Clear,High
SHP2086,18/01/2024,19/01/2024,19/01/2024,Trondheim,Bergen,Trøndelag,Vestlandet,610,FedEx Norway,Truck,21.45,0.086,Standard,1,0,10.4,10.4,1,7331,3843,152,100,Clear,Medium
SHP2087,07/01/2024,08/01/2024,08/01/2024,Oslo,Kristiansand,Østlandet,Sørlandet,232,Posten,Van,8.49,0.045,Standard,0,0,4.6,4.6,1,1860,501,28,100,Clear,Low
SHP2088,15/03/2024,16/03/2024,16/03/2024,Ålesund,Bergen,Vestlandet,Vestlandet,247,Bring,Truck,20.21,0.137,Priority,0,0,3.4,3.4,1,3569,1556,62,100,Clear,Medium
SHP2089,13/02/2024,14/02/2024,14/02/2024,Oslo,Ålesund,Østlandet,Vestlandet,390,PostNord,Truck,6.43,0.023,Express,0,1,4.1,4.1,1,7025,2457,98,100,Clear,Low
SHP2090,23/02/2024,25/02/2024,25/02/2024,Bodø,Bergen,Nord-Norge,Vestlandet,476,PostNord,Truck,26.26,0.083,Standard,1,1,9.7,8,0,5719,2996,119,79,Storm,Low
SHP2091,24/01/2024,25/01/2024,25/01/2024,Trondheim,Drammen,Trøndelag,Østlandet,545,Bring,Truck,2.38,0.02,Standard,0,1,8.2,8.2,1,6543,3434,136,100,Clear,Low
SHP2092,27/03/2024,28/03/2024,28/03/2024,Trondheim,Trondheim,Trøndelag,Trøndelag,12,Posten,Van,8.09,0.022,Standard,0,0,2,2,1,102,26,1,100,Clear,Medium
SHP2093,01/03/2024,03/03/2024,03/03/2024,Stavanger,Tromsø,Vestlandet,Nord-Norge,337,DB Schenker,Truck,1.34,0.007,Standard,1,0,5.1,5.1,1,4040,2121,84,100,Clear,Low
SHP2094,08/01/2024,10/01/2024,10/01/2024,Oslo,Trondheim,Østlandet,Trøndelag,490,Posten,Truck,5.93,0.03,Standard,0,0,6.6,6.6,1,5883,3087,122,100,Rain,Low
SHP2095,03/03/2024,05/03/2024,05/03/2024,Oslo,Fredrikstad,Østlandet,Østlandet,586,Posten,Train,8.44,0.054,Standard,0,1,7.2,7.2,1,3518,843,18,100,Clear,Medium
SHP2096,27/01/2024,28/01/2024,28/01/2024,Oslo,Drammen,Østlandet,Østlandet,413,DB Schenker,Truck,9.31,0.079,Standard,0,1,8.9,7,0,4966,2605,103,73,Snow,Medium
SHP2097,17/01/2024,19/01/2024,19/01/2024,Oslo,Bergen,Østlandet,Vestlandet,232,Bring,Truck,4.55,0.027,Priority,0,1,3.1,3.1,1,3347,1463,58,100,Clear,Low
SHP2098,12/02/2024,14/02/2024,14/02/2024,Fredrikstad,Tromsø,Østlandet,Nord-Norge,226,Bring,Truck,0.79,0.005,Priority,0,1,2.8,2.8,1,3261,1427,57,100,Clear,Low
SHP2099,18/02/2024,20/02/2024,20/02/2024,Bergen,Bergen,Vestlandet,Vestlandet,28,DSV,Van,10.65,0.083,Standard,1,0,2,2,1,227,60,3,100,Clear,Low
SHP2100,23/03/2024,25/03/2024,25/03/2024,Oslo,Bodø,Østlandet,Nord-Norge,399,Scandinavian Express,Truck,6.7,0.053,Standard,1,0,5.8,5.8,1,4790,2513,100,100,Clear,Medium
SHP2101,14/03/2024,15/03/2024,15/03/2024,Bodø,Bodø,Nord-Norge,Nord-Norge,33,Scandinavian Express,Van,1.47,0.011,Standard,0,1,2,2,1,267,72,4,100,Clear,Low
SHP2102,17/01/2024,18/01/2024,18/01/2024,Tromsø,Stavanger,Nord-Norge,Vestlandet,593,Bring,Truck,27.47,0.051,Standard,0,0,9.9,9.9,1,7126,3734,148,100,Clear,Low
SHP2103,25/02/2024,27/02/2024,27/02/2024,Tromsø,Trondheim,Nord-Norge,Trøndelag,424,Bring,Truck,31.16,0.182,Standard,0,1,6.7,6.7,1,5101,2670,106,100,Clear,Low
SHP2104,05/02/2024,07/02/2024,07/02/2024,Ålesund,Tromsø,Vestlandet,Nord-Norge,343,Bring,Train,19.42,0.052,Priority,0,1,4.6,3.8,0,2483,494,10,80,Rain,High
SHP2105,11/01/2024,13/01/2024,13/01/2024,Oslo,Bodø,Østlandet,Nord-Norge,360,Bring,Truck,18.57,0.043,Express,0,0,4.5,3.7,0,6496,2269,90,79,Clear,High
SHP2106,10/02/2024,12/02/2024,12/02/2024,Bergen,Stavanger,Vestlandet,Vestlandet,210,DSV,Truck,1.04,0.006,Standard,0,0,3.3,3.3,1,2521,1323,52,100,Clear,Low
SHP2107,04/03/2024,06/03/2024,06/03/2024,Fredrikstad,Drammen,Østlandet,Østlandet,310,DB Schenker,Truck,50.24,0.161,Express,0,0,3.1,3.1,1,5610,1950,77,100,Clear,Low
SHP2108,25/03/2024,27/03/2024,27/03/2024,Drammen,Tromsø,Østlandet,Nord-Norge,271,DSV,Truck,5.11,0.03,Standard,0,0,4.1,4.1,1,3249,1705,68,100,Clear,Low
SHP2109,17/02/2024,19/02/2024,19/02/2024,Oslo,Stavanger,Østlandet,Vestlandet,540,Bring,Truck,1.78,0.016,Standard,1,0,8,8,1,6481,3402,135,100,Clear,Low
SHP2110,05/02/2024,07/02/2024,07/02/2024,Fredrikstad,Kristiansand,Østlandet,Sørlandet,587,Posten,Train,16.72,0.138,Standard,0,0,8.4,8.4,1,3530,845,18,100,Clear,Medium
SHP2111,24/03/2024,25/03/2024,27/03/2024,Oslo,Tromsø,Østlandet,Nord-Norge,1740,DSV,Container Ship,2.56,0.007,Standard,0,0,62.7,41.4,0,6961,7830,313,48,Clear,High
SHP2112,07/01/2024,08/01/2024,08/01/2024,Oslo,Ålesund,Østlandet,Vestlandet,390,Bring,Truck,7.47,0.069,Express,1,0,5.6,4.5,0,7026,2457,98,77,Clear,High
SHP2113,06/02/2024,07/02/2024,07/02/2024,Stavanger,Stavanger,Vestlandet,Vestlandet,40,DSV,Van,1.37,0.009,Express,1,1,2.3,2,0,476,85,5,86,Clear,High
SHP2114,17/02/2024,19/02/2024,19/02/2024,Trondheim,Bergen,Trøndelag,Vestlandet,610,DB Schenker,Truck,6.44,0.007,Standard,0,0,10.7,9.2,0,7323,3843,152,83,Clear,High
SHP2115,17/03/2024,18/03/2024,18/03/2024,Trondheim,Ålesund,Trøndelag,Vestlandet,478,DB Schenker,Truck,8.17,0.079,Express,0,1,7.7,5.3,0,8603,3009,119,55,Storm,Low
SHP2116,26/02/2024,28/02/2024,28/02/2024,Oslo,Kristiansand,Østlandet,Sørlandet,301,DSV,Truck,5.9,0.027,Priority,0,0,4.1,3.3,0,4344,1899,75,75,Clear,Severe
SHP2117,10/03/2024,12/03/2024,12/03/2024,Kristiansand,Bodø,Sørlandet,Nord-Norge,274,DSV,Van,0.72,0.004,Standard,0,0,6.1,6.1,1,2196,593,33,100,Rain,Low
SHP2118,14/02/2024,15/02/2024,15/02/2024,Oslo,Oslo,Østlandet,Østlandet,10,Bring,Van,6.63,0.015,Standard,0,0,2.3,2,0,82,21,1,86,Rain,High
SHP2119,03/01/2024,04/01/2024,04/01/2024,Oslo,Stavanger,Østlandet,Vestlandet,540,Posten,Truck,6.33,0.028,Express,1,0,5.9,5.9,1,9725,3402,135,100,Rain,Low
SHP2120,21/03/2024,22/03/2024,22/03/2024,Tromsø,Drammen,Nord-Norge,Østlandet,490,DB Schenker,Train,3.03,0.016,Priority,1,0,6,6,1,3532,706,15,100,Rain,Low
SHP2121,19/01/2024,20/01/2024,20/01/2024,Bodø,Stavanger,Nord-Norge,Vestlandet,271,Bring,Van,25.46,0.127,Standard,0,0,5.5,5.5,1,2178,585,32,100,Clear,Low
SHP2122,05/01/2024,07/01/2024,07/01/2024,Kristiansand,Oslo,Sørlandet,Østlandet,594,DB Schenker,Truck,5.41,0.04,Standard,0,0,8.4,8.4,1,7136,3745,149,100,Clear,Low
SHP2123,14/02/2024,15/02/2024,15/02/2024,Fredrikstad,Kristiansand,Østlandet,Sørlandet,297,PostNord,Truck,19.96,0.061,Standard,0,0,6.2,4.7,0,3577,1873,74,67,Snow,Medium
SHP2124,08/01/2024,09/01/2024,09/01/2024,Trondheim,Kristiansand,Trøndelag,Sørlandet,210,Norsk Transport,Van,1.16,0.007,Express,0,0,3.8,3.2,0,2524,454,25,81,Clear,High
SHP2125,26/03/2024,27/03/2024,27/03/2024,Stavanger,Ålesund,Vestlandet,Vestlandet,553,Norsk Transport,Truck,3.84,0.016,Priority,0,0,6.6,6.6,1,7963,3483,138,100,Clear,Low
SHP2126,22/01/2024,23/01/2024,24/01/2024,Oslo,Tromsø,Østlandet,Nord-Norge,1740,Posten,Truck,1.94,0.01,Standard,1,0,25.4,25.4,1,20881,10962,435,100,Clear,Low
SHP2127,10/01/2024,11/01/2024,11/01/2024,Bergen,Drammen,Vestlandet,Østlandet,337,Scandinavian Express,Truck,5.25,0.032,Standard,0,1,4.6,4.6,1,4050,2125,84,100,Clear,Low
SHP2128,27/02/2024,28/02/2024,28/02/2024,Bergen,Ålesund,Vestlandet,Vestlandet,243,DB Schenker,Truck,1.18,0.01,Priority,0,1,4.2,3.2,0,3496,1529,61,66,Snow,Low
SHP2129,03/02/2024,05/02/2024,05/02/2024,Oslo,Drammen,Østlandet,Østlandet,257,DB Schenker,Truck,5.82,0.034,Standard,0,0,3.9,3.9,1,3084,1618,64,100,Clear,Low
SHP2130,28/01/2024,30/01/2024,30/01/2024,Drammen,Drammen,Østlandet,Østlandet,16,Posten,Van,4.37,0.021,Express,0,0,2,2,1,194,34,2,100,Rain,Low
SHP2131,04/01/2024,06/01/2024,06/01/2024,Stavanger,Oslo,Vestlandet,Østlandet,540,FedEx Norway,Truck,2.53,0.014,Standard,1,0,8.9,8.9,1,6481,3402,135,100,Clear,Low
SHP2132,05/03/2024,06/03/2024,06/03/2024,Oslo,Ålesund,Østlandet,Vestlandet,390,Posten,Truck,10.28,0.028,Standard,0,0,7,5.7,0,4685,2457,98,78,Clear,High
SHP2133,11/01/2024,12/01/2024,12/01/2024,Oslo,Drammen,Østlandet,Østlandet,243,DHL Norway,Truck,30.14,0.131,Standard,0,0,4.9,4.1,0,2930,1530,61,81,Clear,High
SHP2134,17/03/2024,19/03/2024,19/03/2024,Drammen,Fredrikstad,Østlandet,Østlandet,471,Posten,Truck,2.32,0.004,Standard,1,0,6.7,6.7,1,5656,2969,118,100,Clear,Low
SHP2135,27/01/2024,29/01/2024,29/01/2024,Oslo,Oslo,Østlandet,Østlandet,41,DB Schenker,Van,12.44,0.08,Priority,0,0,2.3,2,0,401,88,5,87,Clear,Severe
SHP2136,21/01/2024,23/01/2024,23/01/2024,Kristiansand,Kristiansand,Sørlandet,Sørlandet,29,Bring,Van,13.56,0.036,Priority,0,1,2,2,1,290,63,4,100,Clear,Low
SHP2137,18/03/2024,20/03/2024,20/03/2024,Stavanger,Oslo,Vestlandet,Østlandet,540,Posten,Truck,6.89,0.014,Express,0,1,5.9,5.9,1,9725,3402,135,100,Clear,Medium
SHP2138,04/03/2024,05/03/2024,05/03/2024,Stavanger,Bergen,Vestlandet,Vestlandet,210,Posten,Van,22.8,0.203,Standard,0,1,4.9,4.9,1,1691,454,25,100,Rain,Medium
SHP2139,10/01/2024,12/01/2024,12/01/2024,Trondheim,Bergen,Trøndelag,Vestlandet,610,Bring,Truck,33.93,0.044,Standard,0,1,8.7,8.7,1,7337,3843,152,100,Clear,Low
SHP2140,01/01/2024,02/01/2024,02/01/2024,Kristiansand,Drammen,Sørlandet,Østlandet,379,Posten,Truck,4.5,0.033,Standard,0,1,6.3,6.3,1,4554,2389,95,100,Clear,Low
SHP2141,28/01/2024,29/01/2024,29/01/2024,Bergen,Ålesund,Vestlandet,Vestlandet,396,DSV,Truck,10.53,0.057,Priority,0,0,8.5,5.5,0,5711,2496,99,45,Snow,Severe
SHP2142,01/02/2024,02/02/2024,02/02/2024,Drammen,Kristiansand,Østlandet,Sørlandet,303,DB Schenker,Train,10.85,0.07,Standard,0,1,4,4,1,1825,437,9,100,Clear,Low
SHP2143,11/03/2024,12/03/2024,12/03/2024,Stavanger,Oslo,Vestlandet,Østlandet,540,DHL Norway,Truck,5.17,0.025,Priority,1,0,6.6,6.6,1,7779,3402,135,100,Clear,Low
SHP2144,16/01/2024,17/01/2024,17/01/2024,Oslo,Ålesund,Østlandet,Vestlandet,390,DB Schenker,Truck,3.81,0.03,Priority,0,0,9.5,5.7,0,5618,2457,98,32,Snow,Severe
SHP2145,04/03/2024,06/03/2024,06/03/2024,Kristiansand,Oslo,Sørlandet,Østlandet,595,Posten,Train,27.14,0.047,Standard,1,0,7.3,7.3,1,3584,857,18,100,Rain,Low
SHP2146,10/02/2024,12/02/2024,12/02/2024,Fredrikstad,Oslo,Østlandet,Østlandet,279,Bring,Van,15.61,0.107,Express,0,0,3.9,3.9,1,3354,602,33,100,Rain,Low
SHP2147,17/03/2024,19/03/2024,19/03/2024,Trondheim,Fredrikstad,Trøndelag,Østlandet,591,Bring,Truck,1.22,0.012,Priority,0,0,9.9,8.5,0,8518,3726,148,83,Clear,High
SHP2148,04/03/2024,05/03/2024,05/03/2024,Kristiansand,Bergen,Sørlandet,Vestlandet,545,Norsk Transport,Truck,1.28,0.012,Express,0,0,10.5,6.4,0,9804,3431,136,34,Storm,High
SHP2149,26/02/2024,27/02/2024,27/02/2024,Kristiansand,Oslo,Sørlandet,Østlandet,503,FedEx Norway,Truck,25.58,0.175,Standard,0,0,9.3,8.3,0,6047,3168,126,89,Clear,Severe
SHP2150,07/03/2024,08/03/2024,08/03/2024,Drammen,Fredrikstad,Østlandet,Østlandet,595,Bring,Truck,0.85,0.002,Express,0,0,7.3,5.4,0,10707,3747,149,66,Storm,Low
SHP2151,06/03/2024,07/03/2024,07/03/2024,Kristiansand,Bergen,Sørlandet,Vestlandet,508,Posten,Truck,11.66,0.067,Standard,0,1,7.3,7.3,1,6103,3201,127,100,Fog,Low
SHP2152,02/01/2024,04/01/2024,04/01/2024,Drammen,Fredrikstad,Østlandet,Østlandet,561,FedEx Norway,Train,2.57,0.012,Standard,0,1,7.1,7.1,1,3367,808,17,100,Clear,Medium
SHP2153,23/03/2024,24/03/2024,24/03/2024,Drammen,Ålesund,Østlandet,Vestlandet,291,FedEx Norway,Truck,0.36,0.002,Standard,1,0,4.6,4.6,1,3492,1833,73,100,Clear,Medium
SHP2154,16/02/2024,18/02/2024,18/02/2024,Trondheim,Tromsø,Trøndelag,Nord-Norge,222,FedEx Norway,Truck,0.61,0.002,Standard,0,1,3.2,3.2,1,2670,1402,56,100,Rain,Medium
SHP2155,26/02/2024,28/02/2024,28/02/2024,Fredrikstad,Bergen,Østlandet,Vestlandet,340,DHL Norway,Train,4.68,0.045,Express,0,0,3.4,2.8,0,3062,489,10,78,Clear,High
SHP2156,13/01/2024,14/01/2024,14/01/2024,Oslo,Bodø,Østlandet,Nord-Norge,301,DSV,Truck,0.81,0.004,Standard,0,1,4.4,4,0,3613,1896,75,89,Clear,High
SHP2157,17/02/2024,18/02/2024,18/02/2024,Tromsø,Tromsø,Nord-Norge,Nord-Norge,31,Posten,Van,9.08,0.071,Standard,0,0,2,2,1,255,68,4,100,Fog,Medium
SHP2158,04/02/2024,05/02/2024,05/02/2024,Kristiansand,Ålesund,Sørlandet,Vestlandet,284,DSV,Truck,10.42,0.069,Standard,1,0,3.9,3.9,1,3418,1792,71,100,Clear,Low
SHP2159,06/02/2024,07/02/2024,07/02/2024,Oslo,Oslo,Østlandet,Østlandet,17,DSV,Van,4.68,0.043,Priority,0,1,2,2,1,164,36,2,100,Fog,Low
SHP2160,05/02/2024,07/02/2024,07/02/2024,Kristiansand,Kristiansand,Sørlandet,Sørlandet,10,DSV,Van,13.58,0.062,Express,0,0,2,2,1,130,22,1,100,Rain,Low
SHP2161,08/03/2024,10/03/2024,10/03/2024,Oslo,Ålesund,Østlandet,Vestlandet,390,DSV,Truck,6.73,0.04,Standard,0,0,6.5,6.5,1,4683,2457,98,100,Rain,Low
SHP2162,01/02/2024,02/02/2024,02/02/2024,Bergen,Fredrikstad,Vestlandet,Østlandet,539,Bring,Train,5.63,0.029,Priority,0,0,6.8,6.8,1,3881,775,16,100,Clear,Low
SHP2163,29/02/2024,02/03/2024,02/03/2024,Drammen,Fredrikstad,Østlandet,Østlandet,588,Bring,Truck,5.23,0.039,Standard,0,0,10,10,1,7060,3705,147,100,Clear,Medium
SHP2164,14/01/2024,15/01/2024,15/01/2024,Oslo,Fredrikstad,Østlandet,Østlandet,369,Bring,Truck,5.64,0.011,Standard,0,0,5.7,5.7,1,4437,2328,92,100,Fog,Medium
SHP2165,17/02/2024,19/02/2024,19/02/2024,Fredrikstad,Fredrikstad,Østlandet,Østlandet,16,Posten,Van,34.39,0.237,Express,0,0,2,2,1,218,35,2,100,Clear,Medium
SHP2166,20/01/2024,22/01/2024,22/01/2024,Kristiansand,Ålesund,Sørlandet,Vestlandet,423,DSV,Truck,11.44,0.069,Priority,0,1,4.7,4.7,1,6104,2667,106,100,Rain,Low
SHP2167,26/03/2024,28/03/2024,28/03/2024,Stavanger,Kristiansand,Vestlandet,Sørlandet,227,DHL Norway,Truck,3.79,0.03,Express,0,1,2.3,2.3,1,4088,1430,57,100,Rain,Low
SHP2168,09/02/2024,10/02/2024,10/02/2024,Oslo,Stavanger,Østlandet,Vestlandet,540,DHL Norway,Truck,13.24,0.041,Standard,0,0,7.6,7.6,1,6487,3402,135,100,Clear,Low
SHP2169,15/03/2024,17/03/2024,17/03/2024,Oslo,Fredrikstad,Østlandet,Østlandet,459,Bring,Truck,4.01,0.005,Standard,1,0,7,7,1,5513,2893,115,100,Rain,Medium
SHP2170,23/02/2024,24/02/2024,24/02/2024,Trondheim,Stavanger,Trøndelag,Vestlandet,542,DSV,Truck,1.34,0.012,Standard,1,0,7.5,7.5,1,6500,3412,135,100,Clear,Medium
SHP2171,31/01/2024,02/02/2024,02/02/2024,Ålesund,Kristiansand,Vestlandet,Sørlandet,333,Posten,Truck,6.45,0.047,Standard,1,0,5.2,5.2,1,4003,2100,83,100,Clear,Medium
SHP2172,19/02/2024,20/02/2024,20/02/2024,Trondheim,Kristiansand,Trøndelag,Sørlandet,440,DB Schenker,Train,13.9,0.025,Standard,1,0,6.4,6.4,1,2645,633,13,100,Clear,Low
SHP2173,12/03/2024,13/03/2024,14/03/2024,Oslo,Tromsø,Østlandet,Nord-Norge,1740,Bring,Truck,4.74,0.013,Standard,0,0,28.8,28.8,1,20882,10962,435,100,Rain,Low
SHP2174,12/01/2024,14/01/2024,14/01/2024,Trondheim,Bergen,Trøndelag,Vestlandet,610,Bring,Truck,20.34,0.18,Standard,0,0,13.9,8.8,0,7330,3843,152,42,Snow,High
SHP2175,07/03/2024,08/03/2024,08/03/2024,Stavanger,Bodø,Vestlandet,Nord-Norge,226,FedEx Norway,Truck,4.89,0.019,Standard,0,0,3.8,3.8,1,2718,1426,57,100,Clear,Low
SHP2176,09/03/2024,10/03/2024,10/03/2024,Fredrikstad,Drammen,Østlandet,Østlandet,315,DSV,Train,4.31,0.026,Standard,1,0,3.9,3.9,1,1891,453,9,100,Clear,Medium
SHP2177,15/02/2024,17/02/2024,17/02/2024,Oslo,Bodø,Østlandet,Nord-Norge,543,Posten,Truck,63.45,0.331,Express,0,0,5,5,1,9813,3418,136,100,Clear,Low
SHP2178,08/02/2024,10/02/2024,10/02/2024,Fredrikstad,Ålesund,Østlandet,Vestlandet,322,Posten,Train,6.59,0.042,Standard,0,0,4.6,4.6,1,1934,463,10,100,Clear,Low
SHP2179,04/03/2024,05/03/2024,05/03/2024,Stavanger,Drammen,Vestlandet,Østlandet,409,DSV,Train,16.36,0.11,Priority,1,0,4.1,4.1,1,2958,590,12,100,Clear,Low
SHP2180,21/03/2024,23/03/2024,23/03/2024,Bodø,Kristiansand,Nord-Norge,Sørlandet,576,Bring,Truck,16.35,0.054,Standard,0,0,14.1,8.3,0,6915,3626,144,30,Snow,High
SHP2181,10/03/2024,11/03/2024,11/03/2024,Bergen,Bodø,Vestlandet,Nord-Norge,218,FedEx Norway,Truck,26.09,0.043,Standard,0,0,4.2,3.3,0,2633,1375,55,72,Storm,Low
SHP2182,02/01/2024,03/01/2024,03/01/2024,Trondheim,Trondheim,Trøndelag,Trøndelag,31,DSV,Van,0.89,0.008,Standard,0,0,2.5,2,0,244,66,4,77,Clear,High
SHP2183,10/02/2024,12/02/2024,12/02/2024,Bodø,Bergen,Nord-Norge,Vestlandet,501,DB Schenker,Train,3.16,0.008,Standard,0,0,7.5,6.5,0,3006,721,15,85,Rain,High
SHP2184,21/01/2024,22/01/2024,22/01/2024,Oslo,Bodø,Østlandet,Nord-Norge,585,DSV,Truck,14.6,0.111,Standard,0,0,8.6,8.6,1,7028,3686,146,100,Rain,Medium
SHP2185,28/02/2024,01/03/2024,01/03/2024,Bodø,Bergen,Nord-Norge,Vestlandet,476,Bring,Truck,8.27,0.023,Priority,0,1,9.2,6.8,0,6859,2999,119,65,Storm,Low
SHP2186,06/02/2024,08/02/2024,08/02/2024,Drammen,Stavanger,Østlandet,Vestlandet,598,Bring,Truck,8.2,0.044,Standard,0,0,10.4,8.2,0,7177,3766,149,72,Clear,High
SHP2187,26/02/2024,27/02/2024,27/02/2024,Oslo,Ålesund,Østlandet,Vestlandet,390,Bring,Train,1.82,0.016,Standard,0,0,6.6,5.1,0,2341,562,12,70,Snow,Medium
SHP2188,29/02/2024,02/03/2024,02/03/2024,Bergen,Bergen,Vestlandet,Vestlandet,37,DSV,Van,3.3,0.024,Standard,0,0,2,2,1,295,79,4,100,Fog,Low
SHP2189,12/01/2024,14/01/2024,14/01/2024,Drammen,Stavanger,Østlandet,Vestlandet,339,Bring,Truck,7.37,0.055,Express,0,0,3.9,3.9,1,6113,2137,85,100,Fog,Medium
SHP2190,19/01/2024,20/01/2024,20/01/2024,Oslo,Fredrikstad,Østlandet,Østlandet,400,FedEx Norway,Truck,3.25,0.028,Standard,1,0,6.8,6.8,1,4806,2522,100,100,Clear,Low
SHP2191,17/03/2024,18/03/2024,18/03/2024,Trondheim,Stavanger,Trøndelag,Vestlandet,323,Bring,Truck,2.36,0.006,Express,0,0,3,3,1,5810,2033,81,100,Clear,Low
SHP2192,07/03/2024,09/03/2024,09/03/2024,Bergen,Ålesund,Vestlandet,Vestlandet,364,Posten,Truck,0.92,0.001,Standard,1,0,6,5,0,4366,2292,91,82,Rain,High
SHP2193,21/01/2024,23/01/2024,23/01/2024,Trondheim,Tromsø,Trøndelag,Nord-Norge,504,Posten,Truck,1.69,0.013,Standard,0,0,6.5,6.5,1,6044,3173,126,100,Clear,Medium
SHP2194,18/03/2024,20/03/2024,20/03/2024,Oslo,Fredrikstad,Østlandet,Østlandet,569,Posten,Truck,14.65,0.084,Standard,0,0,8.7,8.7,1,6834,3584,142,100,Clear,Medium
SHP2195,31/01/2024,02/02/2024,02/02/2024,Kristiansand,Kristiansand,Sørlandet,Sørlandet,45,Bring,Van,12.69,0.112,Express,0,0,2,2,1,547,97,5,100,Clear,Low
SHP2196,16/01/2024,18/01/2024,18/01/2024,Ålesund,Oslo,Vestlandet,Østlandet,390,Posten,Train,0.47,0.003,Express,0,0,5.2,4.1,0,3510,562,12,72,Clear,High
SHP2197,01/02/2024,03/02/2024,03/02/2024,Bodø,Stavanger,Nord-Norge,Vestlandet,433,Posten,Truck,2.27,0.014,Standard,0,0,6.4,6.4,1,5196,2727,108,100,Clear,Medium
